BlockNo,Area,Zip,Geom
505665,155948,"10312","(-74.17879192625685,40.552655340918676)"
302075,101534,"11205","(-73.97018543613417,40.692362506601626)"
506547,109163,"","(-74.18357512210342,40.52587187823451)"
306248,155217,"11214","(-73.99865933720211,40.61265880906146)"
205529,1387476,"10465","(-73.80142328443763,40.81266947014461)"
506314,144000,"10312","(-74.19205504348028,40.541252939693635)"
305687,141277,"11220, 11219","(-74.00417193761731,40.635469928090174)"
306893,125667,"11214","(-73.99215403278272,40.593784148490336)"
504965,62680,"10306","(-74.13389839381533,40.55960989128965)"
303049,109998,"11206, 11211","(-73.949329817118,40.70712365863419)"
305203,101779,"11226","(-73.96127016841699,40.63735931887657)"
500446,72000,"10314","(-74.13636696715831,40.61655433370015)"
500541,120764,"10304","(-74.0815867585667,40.62436815333029)"
404346,5000,"11354","(-73.84848369588273,40.7716720709156)"
302248,13736,"11206","(-73.95140876592434,40.70057667636401)"
307715,140000,"11234","(-73.93841094926216,40.61218782979706)"
403495,152435,"11385","(-73.90349881177644,40.70982803751629)"
505711,155040,"10312","(-74.18387890750284,40.549585466010434)"
304259,12326,"11208","(-73.8628480329613,40.67439277700973)"
507496,124481,"10309","(-74.21790879445852,40.525368892272844)"
500022,591112,"10301","(-74.08338031162855,40.64576271817148)"
403541,139705,"11385","(-73.9030978931715,40.693845550728334)"
303915,26394,"11208","(-73.88052003223248,40.68385234855204)"
204533,168327,"10469","(-73.84375206485274,40.866416444654035)"
205336,141368,"10461","(-73.82866896073278,40.836669569042286)"
500688,218296,"10301","(-74.11099895999078,40.604385370160045)"
100532,99292,"10012","(-73.99573527793525,40.727370851310084)"
306363,151568,"11214","(-74.00779116795346,40.6089639058198)"
101625,166502,"10029","(-73.95018574345116,40.78684802850634)"
302309,80000,"11249","(-73.96017925900587,40.7207457293564)"
100347,98433,"10002","(-73.9851056034858,40.71716541277689)"
203750,143800,"10472","(-73.86896147052471,40.82844019467247)"
101645,167528,"10035","(-73.9408669711284,40.7996043045781)"
304132,115544,"11208","(-73.87094194686259,40.68493086733789)"
102040,122403,"10039","(-73.93641671941323,40.82834718334858)"
203112,98134,"10460","(-73.88383307757312,40.84920250834747)"
500392,39900,"10302","(-74.13549504233642,40.62376555901491)"
302325,80000,"11249","(-73.96138841546212,40.71964897850249)"
307326,149801,"11229","(-73.95011492746917,40.60066868377979)"
408847,227449,"11421","(-73.86206699217468,40.69322005109528)"
101908,151386,"10027","(-73.94762822613905,40.807380897164535)"
203534,523600,"10473","(-73.84932341418596,40.81772687243482)"
405958,861,"11360","(-73.77081955092599,40.78104198094538)"
500004,647727,"10301","(-74.09232427849891,40.6461148329253)"
303403,119986,"11207, 11221, 11216","(-73.9120913093444,40.68950110378981)"
416008,3254,"11692","(-73.79247625883934,40.596356718365705)"
102121,119654,"10032","(-73.93942431804149,40.837416736770635)"
203671,74427,"10473","(-73.85953484847866,40.824807341308194)"
204140,110757,"10461","(-73.84248414697895,40.844359332981625)"
404430,164902,"11357","(-73.82838480058888,40.791362979994226)"
202931,391604,"10456","(-73.90181646525247,40.83318097464249)"
413472,4000,"11413","(-73.75498130347655,40.661919032917204)"
507812,611565,"10307","(-74.23475517342766,40.50878918209589)"
306631,140525,"11204, 11223","(-73.97431976945379,40.607567192612066)"
100181,61129,"10013","(-74.00953688840951,40.71904030050939)"
504204,0,"","(-74.11819949935335,40.5728552519109)"
303496,98088,"11212","(-73.91423323896124,40.66995930967304)"
402409,2300,"11378","(-73.89698908398161,40.73203556444425)"
306699,205751,"11230","(-73.96160545041205,40.62882771564891)"
503658,153255,"10305","(-74.09524817981398,40.58212408358498)"
205800,72300,"10463","(-73.91096184756371,40.88727103466351)"
303119,62436,"11206","(-73.94304953782519,40.701950018853935)"
503410,187002,"10305","(-74.07202476020801,40.591278252872534)"
304952,150002,"11203","(-73.94336629902548,40.64241294141924)"
410020,2475,"11435","(-73.80958256863298,40.69266848374773)"
413988,108000,"11414","(-73.84337760920202,40.659538532571204)"
300958,137166,"11215","(-73.9823546458996,40.675948657663774)"
304149,112611,"11208","(-73.86967210474455,40.683341243969174)"
503560,144853,"10306","(-74.09986048332746,40.58173691757414)"
305696,140198,"11219","(-74.00036048649645,40.632251692833215)"
100604,100952,"10014","(-74.00872580983875,40.732239900333795)"
204962,164998,"10466","(-73.83558557587571,40.890449868416525)"
202762,1060861,"10474","(-73.88512907904848,40.81880725580458)"
203859,92082,"10461","(-73.84160641620025,40.84006001133325)"
306000,64707,"11209, 11228","(-74.02105531639407,40.62254923675653)"
306079,322000,"11209","(-74.03621726178882,40.62163986928818)"
101924,149818,"10026","(-73.95280628693496,40.80546235799606)"
502910,23702,"10304","(-74.08819090587149,40.60724927814065)"
308637,89975,"11234","(-73.90918622645027,40.6124466353835)"
403880,133492,"11385","(-73.85561138230608,40.70558844236342)"
506288,4000,"","(-74.18665391081758,40.543021458892)"
301735,147555,"11205","(-73.95497162784784,40.69584479085173)"
403518,77523,"11385","(-73.8973311204532,40.700881671550846)"
204902,150979,"10466","(-73.84806491873778,40.882458459188456)"
300408,131254,"11231","(-73.99356928131142,40.68431598583443)"
101852,523972,"10025","(-73.96772538705481,40.7951178667162)"
102099,131554,"10031","(-73.94829544032804,40.83172278704003)"
304471,79000,"11208","(-73.86068279692103,40.67056028798991)"
300534,87997,"11231","(-74.00546268669679,40.67727157421147)"
306417,143023,"11214","(-73.99466086706556,40.598229774314994)"
503346,127682,"10305","(-74.08570641248201,40.594930345042094)"
404102,147204,"11356","(-73.8340573921224,40.7853396286023)"
404607,74200,"11357","(-73.79621174000643,40.790845779558374)"
304914,74359,"11203","(-73.93354241784448,40.649280461573944)"
415900,29584,"11692","(-73.7893850068121,40.59253798171706)"
306794,129030,"11223, 11229","(-73.96129598005403,40.60666704310224)"
307481,547200,"11235","(-73.93344705414562,40.589107255166084)"
205280,120900,"10475","(-73.82782826092566,40.88502583320122)"
205356,86689,"10461","(-73.83384242544697,40.83825715525182)"
408665,3000,"11426","(-73.71627638976963,40.72750032490459)"
408920,85254,"11421","(-73.85773534362423,40.69012216650715)"
402362,28434,"11378","(-73.90617164873535,40.727825859172754)"
302079,10500,"11201","(-73.98208950216073,40.69180802555104)"
308457,99465,"11234","(-73.90168294485247,40.61410538348623)"
402526,156338,"11378","(-73.92518135079457,40.728763050976006)"
414057,83600,"11414","(-73.84735101783912,40.65220817086641)"
301056,87386,"11215","(-73.98598812766008,40.6622974862332)"
301232,48107,"11216","(-73.95336509346117,40.67402432820655)"
305742,140007,"11220","(-74.01110072652659,40.63228546253336)"
304266,100000,"11208","(-73.87063594903367,40.67217667447714)"
501380,1179280,"10303","(-74.17279057967912,40.62812674483336)"
304129,122181,"11208","(-73.87388217497798,40.68415199500968)"
400975,92700,"11370","(-73.89037293390616,40.77002552416983)"
505593,249258,"10312","(-74.1689657608833,40.541464852032334)"
203662,130580,"10473","(-73.86815599968298,40.82404590408679)"
403729,17892,"11385","(-73.89628705940535,40.69227972683081)"
506145,468036,"10309","(-74.2077280256843,40.544432004266206)"
205833,182115,"10471","(-73.90667986837019,40.89853452538474)"
403981,83800,"","(-73.8377501579091,40.7884838332052)"
308802,72000,"11235","(-73.9350443541758,40.58718890063959)"
101001,160048,"10019, 10036","(-73.98253423656563,40.75957079306129)"
302084,7364,"11201","(-73.98177784351914,40.69094159878757)"
204863,169910,"10466","(-73.8522810315631,40.88727738533307)"
305355,159999,"11218","(-73.97663289597955,40.64180509813335)"
505278,98900,"10308","(-74.15127456748787,40.54062146057021)"
301393,164731,"11213, 11233","(-73.92404638724821,40.66899278046574)"
307610,160001,"11210","(-73.948115678109,40.62542275350515)"
301964,148001,"11238","(-73.96376802529493,40.685823175772825)"
301995,73720,"11238","(-73.9568140928973,40.68286904651643)"
304569,58420,"11208","(-73.86238777271667,40.662077105958545)"
402298,10000,"11377","(-73.91781319319742,40.736180221385005)"
306990,77590,"11224","(-73.9901204756013,40.57897113139618)"
402753,156054,"11378","(-73.89941122576421,40.72051661961997)"
300644,1131035,"11232","(-74.00155354885987,40.66358675204013)"
504761,42700,"","(-74.11333948589818,40.55508882970775)"
101911,143003,"10027","(-73.94617336618083,40.809352542812746)"
409318,2500,"11418","(-73.8353501028611,40.69399027604887)"
504754,135932,"10306","(-74.11346929315266,40.55614768995863)"
202782,333743,"10456","(-73.90961691791318,40.835697443356075)"
308662,123852,"11235","(-73.96582851771647,40.579605021414565)"
100431,117903,"10009","(-73.98615231355029,40.72441314499008)"
101506,167057,"10128","(-73.95492887686167,40.78625089735334)"
305889,139953,"11209","(-74.03082708413568,40.634806215746416)"
403552,174395,"11385","(-73.90331003333944,40.69676903857229)"
505612,302045,"10312","(-74.17108947387418,40.557516019215015)"
506509,126106,"","(-74.18154836083707,40.53131112891842)"
407794,7000,"11427","(-73.75106291227777,40.73340788579453)"
410204,3000,"11433","(-73.78445286971878,40.6922207734168)"
100008,18540,"10004","(-74.0122524696374,40.703044181438266)"
202793,94352,"10457","(-73.90809882444374,40.84387082007973)"
301632,149995,"11221","(-73.92878139919796,40.68909762498863)"
302541,127000,"11222","(-73.95327054104187,40.73208873663654)"
301429,141777,"11203","(-73.93594002599579,40.66287666278086)"
306721,202167,"11230","(-73.95680254713109,40.624466672576794)"
307612,168000,"11210","(-73.94612202038992,40.6256331189229)"
413461,2400,"11413","(-73.75414658790925,40.65857023055746)"
400517,114107,"11102, 11106","(-73.93237548028266,40.768988804922905)"
100602,158358,"10014","(-74.00858291091672,40.730756734051134)"
400421,67200,"","(-73.94123906918637,40.75111322890343)"
303847,97220,"11212","(-73.90184119089861,40.659612704415565)"
414079,107525,"11414","(-73.84457166381199,40.64896115500175)"
100831,158584,"10001","(-73.98822378203037,40.74628679654882)"
307845,146149,"11234","(-73.9296694542171,40.62230945502294)"
306752,180000,"11230","(-73.95979197441929,40.61423822217562)"
308770,71093,"11235","(-73.95219588785142,40.58545709016977)"
406029,644,"","(-73.78715373222914,40.77083832874177)"
502372,358516,"10314","(-74.15305696245828,40.58898838276133)"
505605,214200,"10312","(-74.17022867010257,40.55205892515922)"
504402,60035,"10306","(-74.13507443038247,40.57199107729946)"
303076,71713,"11206","(-73.94853041011179,40.70494021637748)"
301757,144994,"11206","(-73.94205019388296,40.695812233182494)"
302859,80000,"11222","(-73.93845505548015,40.719609413644164)"
401996,2100,"11368","(-73.85566224514483,40.75088159277504)"
403954,47000,"11356","(-73.84033400212006,40.79193612933231)"
503254,108058,"10305","(-74.07505278548516,40.59207782016967)"
404111,173977,"11357","(-73.82543165656678,40.785898670593255)"
301715,147735,"11205","(-73.95630166651257,40.697939626351044)"
303539,100000,"11212","(-73.91412795232065,40.66576861571608)"
205433,161086,"10465","(-73.82040057289473,40.82812825499356)"
302343,77503,"11249","(-73.95983750768583,40.716840859793045)"
204698,116777,"10469","(-73.8547448764028,40.87816662599731)"
307009,177990,"11224","(-73.99718413357265,40.576405229426015)"
409200,138359,"11418","(-73.84293782373105,40.696171638816274)"
303593,100001,"11212","(-73.90547593262083,40.66226105925028)"
307799,130389,"11234","(-73.9262671972107,40.627085684116196)"
403383,97981,"11385","(-73.9072307010896,40.70849010814448)"
415960,3800,"11691","(-73.77469455460977,40.596952242423846)"
100738,162977,"10011, 10014","(-74.00365872939472,40.740710963565334)"
308615,96984,"11234","(-73.9028149178914,40.606722582593406)"
204111,160816,"10461","(-73.84916952565503,40.848207844742625)"
500237,79900,"10310","(-74.12794481396745,40.628938953662114)"
400069,106400,"11101","(-73.94861796940418,40.740572194364056)"
503120,140667,"10305","(-74.06418238524154,40.59633479501399)"
403415,70159,"11385","(-73.9179832847965,40.70962188234464)"
102169,123004,"10040","(-73.92970007828603,40.85589812476621)"
305377,160000,"11218","(-73.97050836573727,40.640040943821)"
412956,7200,"11413","(-73.75125264802013,40.68018298302087)"
204175,125003,"10461","(-73.83039303666558,40.846643227725046)"
302129,81383,"11249","(-73.96771899249495,40.7103327049241)"
502451,598042,"10314","(-74.15764264401643,40.58113814311499)"
204465,118840,"10469","(-73.84971328121789,40.86195087677936)"
508017,40313,"10307","(-74.24010166446564,40.515609308835494)"
100280,123065,"10002, 10038","(-73.99587714772721,40.71323343778255)"
302772,39628,"11211","(-73.9420920748063,40.71365392513485)"
301795,144906,"11221, 11216","(-73.94370295857628,40.68962991021447)"
303386,128406,"11237","(-73.90839580027074,40.6968573065179)"
100413,79694,"10002","(-73.99121136694052,40.71790240324133)"
300990,717925,"11215","(-73.99386161128412,40.67447250550657)"
404496,98900,"11357","(-73.8178248875265,40.79553443465247)"
308541,140002,"11234","(-73.92466163741341,40.6098557434406)"
306839,6275,"11229","(-73.93971105571623,40.605634908891766)"
102143,134761,"10033, 10032","(-73.93782753749764,40.84515227601069)"
205451,137673,"10465","(-73.8134629030384,40.817177044575295)"
504268,95940,"10306","(-74.12323944411148,40.56665677014999)"
304150,112835,"11208","(-73.86890548861835,40.68356247256529)"
305870,140442,"11209, 11220","(-74.03010079618785,40.63660558121754)"
501146,39915,"10303","(-74.1467062212464,40.62612024977575)"
304938,58157,"11203","(-73.94070082669643,40.64428304945071)"
416125,163183,"11693","(-73.81582104903288,40.58768349509143)"
400841,129934,"11102","(-73.9176236129233,40.77249147048058)"
402638,89757,"11378","(-73.91059374601389,40.714498407777455)"
307647,168003,"11210","(-73.94625534001074,40.620735419239)"
101195,163450,"10024","(-73.97287366250208,40.78298380044333)"
409198,125704,"11418","(-73.84064074413591,40.69889581703791)"
506011,179446,"10312","(-74.18982227726904,40.5499586830272)"
402382,2400,"11378","(-73.89941941017541,40.73257216372361)"
306064,115855,"11209","(-74.03049219025571,40.62066823121714)"
303986,72020,"11208","(-73.88348434887685,40.67568998397411)"
500451,23044,"10314","(-74.13939265619821,40.61903194688875)"
203181,74216,"10453","(-73.90354252728848,40.856318645472975)"
202737,264094,"10474","(-73.89240357897746,40.8150729005816)"
303889,1747770,"11207","(-73.88580477997392,40.68515460874314)"
204375,75484,"10469","(-73.85164018346019,40.86042185549295)"
300361,106768,"11231","(-73.99807814528633,40.68018930902814)"
412202,6000,"11434","(-73.79023509473484,40.682406665059666)"
307838,150033,"11234","(-73.91934512411322,40.62519920766851)"
205783,109727,"10463","(-73.90862466559071,40.88336412397392)"
202795,80160,"10457","(-73.90879708459308,40.84594166499429)"
308628,169161,"11234","(-73.90354082579587,40.6099689673449)"
204386,69326,"10469","(-73.84685240557134,40.8603643388614)"
502978,66317,"10305","(-74.07146310074047,40.610867417807135)"
204553,117837,"10469","(-73.85998937994417,40.86867159217119)"
303397,120003,"11221","(-73.9113899044023,40.691404382412415)"
400441,94724,"11101","(-73.94562522843698,40.74989444898735)"
204438,119976,"10467","(-73.86220463238737,40.8621808766026)"
506532,69658,"10312","(-74.18301791526866,40.5207434363754)"
205347,119880,"10461","(-73.83733072172724,40.8366595411125)"
203477,19123,"10473","(-73.85357235177685,40.81241227313528)"
301405,137000,"11213, 11233","(-73.9251516107862,40.66698252688624)"
500796,219868,"10314","(-74.12147331543973,40.601718259826455)"
205095,249050,"10466","(-73.84565889558479,40.900532210486055)"
415685,969,"11691","(-73.76813470520017,40.61137064763126)"
400915,100051,"11102","(-73.93533106011701,40.77619974698064)"
400070,96997,"11101","(-73.94849109886783,40.74128504485218)"
505531,300423,"10312","(-74.16780850074358,40.55603438421125)"
307962,147574,"11236","(-73.91521946281446,40.64119815977863)"
305478,158422,"11204","(-73.9869122548487,40.62777800727617)"
503605,103726,"10306","(-74.10956915849536,40.57766793878216)"
303045,80000,"11206","(-73.94087476768989,40.70866611577893)"
308330,21202,"11236","(-73.88778142817688,40.6305985954428)"
205589,330438,"10465","(-73.81652635206703,40.81661895138758)"
307609,159904,"11210","(-73.94902818227389,40.62531402140766)"
405305,0,"","(-73.7920028273434,40.76409096910015)"
410950,3242,"11412","(-73.76404916658277,40.701676703506)"
205622,4225328,"10465","(-73.83391777316588,40.812032854025425)"
305087,221209,"11226","(-73.95428234051711,40.65191415148886)"
503889,78902,"10306","(-74.0935321877145,40.57050895291801)"
205767,114992,"10463","(-73.90289844855289,40.88518570293305)"
306105,63999,"11209","(-74.0365408752414,40.61913066615239)"
305144,243323,"11226, 11218","(-73.96607723987934,40.64239311631625)"
500439,72000,"10314","(-74.1356792617321,40.6164432551694)"
505456,291462,"10308","(-74.15719966189334,40.55521686857503)"
302817,100750,"11222","(-73.93976785640199,40.72229629697193)"
504091,40379,"10306","(-74.10224469722402,40.56109339026843)"
409134,88613,"11417","(-73.8585518299872,40.67740548197799)"
413157,3200,"11413","(-73.74092288732143,40.675043373599486)"
501180,105404,"10303","(-74.14935105724466,40.62574111620948)"
301915,128262,"11205","(-73.96885713099132,40.69051110598091)"
400027,120150,"11101","(-73.954015895456,40.746762931672734)"
506024,399174,"10312","(-74.19781369700986,40.54880316077508)"
307058,119485,"11224","(-73.98833261017599,40.5753529974133)"
403972,34631,"11356","(-73.84242602363894,40.78826405615309)"
504066,99799,"10306","(-74.10284184367598,40.56437501041379)"
412660,4000,"11412","(-73.74737259361483,40.692444777319885)"
409185,115636,"11418","(-73.84489792581212,40.696847133574764)"
302857,139046,"11211, 11222","(-73.94194355990841,40.71871281384866)"
301784,196222,"11205, 11216","(-73.94990755239186,40.69042124240787)"
403062,66222,"11379","(-73.87671329397058,40.7151150043594)"
304785,155000,"11203","(-73.92844327238025,40.638657095003616)"
307128,161112,"11223","(-73.9699111530205,40.596156250028315)"
411982,276000,"","(-73.80303614134057,40.680724526816334)"
409020,79969,"11416","(-73.85494500272952,40.68566284054265)"
409448,5300,"11419","(-73.81624094078167,40.69570376034311)"
305793,139769,"11220","(-74.0137476927504,40.6366235041203)"
411414,96862,"11414","(-73.85231837082983,40.668427197803354)"
303557,100064,"11212","(-73.91280028681567,40.66436507279809)"
408162,7260,"11363","(-73.74400742807627,40.7734346497491)"
411708,2500,"11420","(-73.82250521775084,40.67524926744055)"
204735,156516,"10469","(-73.84968573383028,40.874571254876884)"
403394,145267,"11385","(-73.91865701777402,40.71161064415234)"
416075,1267785,"11692","(-73.80560690141817,40.59374357232367)"
102174,608810,"10040","(-73.92724326777508,40.861901063261385)"
303823,100000,"11207","(-73.8933211321774,40.66406889868177)"
402601,293840,"11378","(-73.92294241821925,40.718362456612006)"
500583,110269,"10304","(-74.08420729666399,40.630052716795646)"
304064,89737,"11207, 11208","(-73.88337989568791,40.66872681267888)"
401697,2000,"11369","(-73.86646702084354,40.75863225182193)"
415481,114186,"11693","(-73.81985477130674,40.600715965980726)"
306224,139963,"11228, 11214","(-74.00225124242782,40.6166556211862)"
302664,116327,"11222","(-73.93541072120084,40.72670567597674)"
400825,149232,"11105","(-73.90451865698562,40.77681993266978)"
411672,1700,"11420","(-73.810731045677,40.67782701528647)"
306907,34397,"11214","(-73.99243052819688,40.592240716705916)"
204221,152671,"10461","(-73.84241892660602,40.85558357118881)"
302505,118750,"11222","(-73.95383844020054,40.73490801996735)"
204425,142093,"10467","(-73.86893875420473,40.86230744483917)"
306581,41445,"11204","(-73.9779680494694,40.61131350527717)"
402649,495450,"11378","(-73.90913629125035,40.71642923433253)"
404645,57432,"11357","(-73.8169487260999,40.78743441774194)"
301593,96430,"11221","(-73.93349484434648,40.69527440739891)"
506224,21600,"","(-74.1765730655807,40.54076059694829)"
305915,139998,"11209","(-74.03407172611672,40.63408315820664)"
306189,140000,"11228","(-74.00482251315086,40.62108003408478)"
307843,142480,"11234","(-73.9315926089772,40.62217947555074)"
100491,91972,"10013","(-74.00523958722076,40.72497631825536)"
300754,135529,"11232, 11220","(-74.01379197506589,40.650392793514705)"
308026,138603,"11236","(-73.90545126711243,40.63913271949978)"
202539,2863486,"10451, 10452","(-73.93095185270815,40.830272635815284)"
203909,120673,"10460","(-73.87347463117287,40.839358918184864)"
416181,185268,"11694","(-73.83091995154756,40.580549179905084)"
303029,286167,"11206, 11237","(-73.9354914988505,40.71106288245414)"
203176,470000,"10468","(-73.89778338615344,40.8651490140102)"
306266,139996,"11228","(-74.01339652396784,40.619740880075355)"
403844,155572,"11385","(-73.8634933790947,40.70458767293902)"
305450,150908,"11204","(-73.97952621839097,40.62788195503691)"
302329,75745,"11211","(-73.95610733192098,40.716368525637684)"
305184,149480,"11226","(-73.9586705755169,40.64062757764255)"
411353,181645,"11417, 11693","(-73.8451988106822,40.675798802585696)"
100457,86394,"10003","(-73.99136459822523,40.72493858220801)"
502392,332810,"10314","(-74.1523776569093,40.5854360024526)"
401989,2000,"11368","(-73.85828671862559,40.74700699793548)"
500408,37920,"10314","(-74.13673472753631,40.62045949937028)"
305852,140611,"11220","(-74.02944945813734,40.63821706823678)"
205097,153899,"10466","(-73.84355010518017,40.90102730920639)"
308264,140004,"11236","(-73.8923057717375,40.63920361227624)"
400845,155567,"11105","(-73.91311317314393,40.77618750390533)"
403378,1604428,"11385","(-73.91322351194817,40.71131884347896)"
402227,7500,"11375","(-73.84240526240197,40.7269139454814)"
411399,52358,"11417","(-73.84731868946587,40.67177956201044)"
503535,174432,"10306","(-74.1029953357375,40.58591855237274)"
102004,573878,"10027","(-73.96052433047382,40.81901419309681)"
408885,50132,"11421","(-73.85201183528757,40.69590121829825)"
504358,66348,"10306","(-74.12683197808448,40.56938013553914)"
500251,197047,"10301","(-74.10077522303808,40.62979455962868)"
303683,106546,"11207","(-73.89998576615753,40.67472054273592)"
204287,129654,"10462","(-73.86719858539031,40.85344371976556)"
306596,169119,"11204","(-73.98418477889325,40.608898270932414)"
101007,160598,"10019","(-73.97979460732222,40.76331165319348)"
305959,153168,"11209","(-74.02987324862158,40.629982195529486)"
307849,145001,"11234","(-73.92577599385926,40.622549531228614)"
413432,12967,"11413","(-73.76306895495817,40.656325585858575)"
508044,116011,"10307","(-74.24316082472525,40.511583343772585)"
303827,99800,"11207","(-73.88964359105306,40.664612571345536)"
307122,163365,"11223","(-73.97575206062666,40.59573273728293)"
308118,154663,"11236","(-73.91198965010767,40.648401249333524)"
502705,2937595,"10314","(-74.19876816046283,40.58819610801095)"
300314,141495,"11231","(-74.00265664369589,40.68774339111425)"
306088,116136,"11209","(-74.0282913293768,40.61830534674266)"
505380,136874,"10312","(-74.16421506983274,40.534079119817)"
500860,1006008,"10304","(-74.10129083900986,40.59974736663907)"
204579,83039,"10469","(-73.85615834931333,40.870356816023794)"
205901,133575,"10463","(-73.91453237734711,40.88546180183692)"
301645,150000,"11221","(-73.93420902438051,40.68622640840673)"
303328,102644,"11237","(-73.91361353696928,40.699918399398335)"
408869,108035,"11421","(-73.85447084890926,40.69374261524797)"
205866,72643,"10471","(-73.8988717517842,40.907090176632046)"
500198,471563,"10310","(-74.12236498715914,40.635679976206184)"
413287,224,"11434","(-73.77565489715079,40.66660922142121)"
503836,1439,"","(-74.08103985489792,40.57978612713634)"
505445,141845,"10308","(-74.1558129690075,40.557756734863474)"
414185,112000,"11414","(-73.83687301108783,40.65700484012936)"
500767,128600,"10314","(-74.12853674442135,40.60502444050313)"
303641,116947,"11236","(-73.90892193411639,40.65331046070536)"
400425,42120,"11101","(-73.94214584919976,40.750752435092735)"
302659,124019,"11222","(-73.94041791640979,40.726945053941506)"
403635,57369,"11385","(-73.8924129292614,40.70425501173732)"
411500,3080,"11417","(-73.83886856902784,40.67483885402491)"
100994,123617,"10036","(-73.9858037624715,40.75508882331362)"
500824,422216,"10314","(-74.13232040914325,40.600520053562285)"
400821,160087,"11105","(-73.90891116369315,40.77322041786989)"
501027,169642,"10302","(-74.1314214888331,40.63220286436256)"
203699,159940,"10473","(-73.84504245515106,40.82643041335666)"
402845,5661,"11379","(-73.88486951916232,40.723499688660326)"
403811,96535,"11385","(-73.87598061438186,40.705033277248866)"
500109,217509,"10301","(-74.08530133773571,40.63518895381328)"
400191,2000,"11104","(-73.92501432415165,40.745356466163955)"
303144,28610,"11206","(-73.93269121162864,40.70289294976234)"
305397,159999,"11218","(-73.97527697073696,40.634636151899656)"
203448,245417,"10473","(-73.8504084415388,40.80897205061664)"
403952,60969,"11356","(-73.8412648890955,40.792009507008416)"
404074,39985,"11356","(-73.84721338886993,40.78449301340603)"
506462,33932,"10312","(-74.17699577680916,40.527830652321576)"
300868,110799,"11215","(-73.98745082066208,40.661815159063316)"
303395,115000,"11221","(-73.91427737161736,40.68848643766434)"
300518,97083,"11231","(-74.00810600297685,40.68027307767867)"
506273,101411,"10312","(-74.19034077214027,40.54672975452098)"
203277,97408,"10458","(-73.88917540744218,40.86394687846585)"
416176,64352,"11694","(-73.82540612253995,40.583495037390016)"
101164,131676,"10023","(-73.98280798176773,40.77958830689579)"
503360,109355,"10305","(-74.0871870420344,40.59058025251569)"
507362,61370,"","(-74.22549159106255,40.53189150386508)"
308017,139961,"11236","(-73.91193739440234,40.6349319729657)"
202968,103164,"10459","(-73.89787355745804,40.830379354125604)"
203178,152045,"10453","(-73.90517540842458,40.85425251534585)"
504239,104169,"10306","(-74.12205321385566,40.5678958603027)"
205455,925493,"10465","(-73.81219360918261,40.81387901795593)"
301188,192973,"11225","(-73.9604040529041,40.66880896087303)"
400546,76300,"11102","(-73.92502588499626,40.76988943379146)"
403916,2041789,"11356, 11420","(-73.8454299192412,40.79446631174481)"
501267,166827,"10303","(-74.16791900923057,40.63544659372862)"
305009,150101,"11210","(-73.94356469360812,40.63540006549142)"
402519,225605,"11378","(-73.92671063431104,40.729732522179546)"
500718,133144,"10314","(-74.12863596527488,40.611496388077214)"
203219,593275,"10468","(-73.90582694925929,40.86409491611299)"
408867,89094,"11421","(-73.85684908145889,40.6963067839415)"
400623,12244,"11106","(-73.9224126729297,40.76254097508121)"
416235,150253,"11694","(-73.84443660794405,40.57597417444079)"
301335,139550,"11213","(-73.93450322932355,40.677192063438305)"
202430,104566,"10456","(-73.91142183118825,40.83188107711309)"
400355,93110,"11101, 11106","(-73.94244250698088,40.76117355679039)"
303423,120707,"11207","(-73.90838973297795,40.6896960377022)"
300006,399650,"11201","(-73.98087663239,40.70486247943953)"
303953,113978,"11207, 11208","(-73.88576891334695,40.67865208865447)"
411588,183836,"11414","(-73.83986084462637,40.66510279000295)"
205244,68708,"10475","(-73.82621181959003,40.883172604825994)"
301184,59300,"","(-73.96199528816382,40.67069870895314)"
101311,158513,"10022","(-73.96937437481228,40.76055973803037)"
300484,49464,"11231","(-73.99991411128102,40.67276698079924)"
301366,178806,"11213","(-73.93213318986722,40.67289131156143)"
202731,138756,"10474","(-73.89355146440562,40.81635505579277)"
411371,7209,"11417","(-73.84551359703188,40.67469516359325)"
404047,70004,"11356","(-73.85459804704988,40.78512352991917)"
502172,606028,"10314","(-74.17553126487486,40.603372605614446)"
505724,183400,"10312","(-74.18172047451593,40.56194765132332)"
203202,147851,"10468","(-73.89869823461186,40.86666384012862)"
507928,184186,"10307","(-74.24973367805876,40.5047168067157)"
301162,217338,"11238","(-73.96146943409323,40.67564272949266)"
301133,181825,"11238","(-73.96026212723868,40.67899113695254)"
203820,159534,"10462","(-73.84941446891065,40.8317760855623)"
300693,140168,"11232","(-74.00268469374132,40.65417007392227)"
301647,149953,"11221","(-73.92834390644073,40.68689610908343)"
304752,140266,"11236","(-73.91538923595948,40.651532252989064)"
307733,108018,"11234","(-73.9290206703805,40.63398551813537)"
404276,177970,"","(-73.83689478872603,40.77580723516218)"
307216,139999,"11223","(-73.96916444683374,40.587423565296575)"
416048,124800,"11692","(-73.79980950844208,40.596465883401926)"
500730,142920,"10314","(-74.13465148441857,40.61122029719847)"
302439,41487,"11211","(-73.95108993502028,40.707932757267535)"
507407,279557,"10309","(-74.23832248615177,40.53584512606432)"
304198,36156,"11208","(-73.87009033882109,40.677882289490704)"
305555,140000,"11204","(-73.98728889817005,40.61686949129816)"
205709,207536,"10463","(-73.90781192833555,40.87937635272951)"
204700,139577,"10469","(-73.85393920766747,40.87951147761987)"
