BlockNo,Area,Zip,Geom
506537,180000,"10312","(-74.18155174436859,40.52267531708509)"
503826,25020,"10305","(-74.08445083360787,40.57679215174303)"
205562,283666,"10465","(-73.82191564508037,40.82495073406222)"
101987,143378,"10027, 10031","(-73.95434973392648,40.81850568143953)"
504773,40000,"","(-74.11238120143166,40.55418455761175)"
505112,125697,"10308","(-74.14268318214424,40.55233073795387)"
415938,49460,"","(-73.79516451746059,40.58757821856227)"
203100,146875,"10460, 10457","(-73.88391439673283,40.85017454029119)"
301501,140009,"11233","(-73.91869878624763,40.683506203956895)"
202309,109975,"10454","(-73.92824894023833,40.807633027745744)"
304803,139975,"11203, 11225","(-73.94396992769087,40.660161440600405)"
404468,110165,"11357","(-73.821846096554,40.79739260974608)"
403964,90005,"11356","(-73.84507095031287,40.790115620089956)"
404523,73085,"11357","(-73.81215331009803,40.7945140049259)"
409984,5000,"11435","(-73.81059536731868,40.70041103406219)"
502629,314528,"10314","(-74.18841312556447,40.59170399115234)"
301046,133095,"11215","(-73.99316071737825,40.667003692888684)"
100405,132394,"10009","(-73.9803729419466,40.72826760695304)"
301617,149938,"11221","(-73.92922663140233,40.69129455274119)"
500100,1455063,"10301","(-74.09778801586262,40.63666538890617)"
404565,136666,"11357","(-73.80546348752297,40.78826829826142)"
304210,80000,"11208","(-73.8749610319899,40.6756270672242)"
503983,1401080,"10306","(-74.1131405783975,40.56401445860109)"
404431,146901,"11357","(-73.82800374035912,40.79054763371475)"
505707,28880,"10312","(-74.17989851964154,40.54940509351793)"
302452,61755,"11211","(-73.9512323204678,40.7072654070343)"
302836,74105,"11222","(-73.93617181506087,40.72246425476485)"
304586,3306806,"11239","(-73.86704544239049,40.65545180301867)"
205517,424088,"10465","(-73.80772423355987,40.822831402430786)"
307075,159898,"11223","(-73.98518989539984,40.59918355118753)"
306515,160002,"11230","(-73.97438643439003,40.62497026661759)"
307675,168371,"11210","(-73.95283908617144,40.61500340900639)"
204747,103467,"10469","(-73.84419919728309,40.87403636686161)"
308720,644580,"11235","(-73.95807746072697,40.57675047431569)"
416252,54270,"11694","(-73.8598945015281,40.57695433466522)"
308379,138966,"11234","(-73.91929267822346,40.61599513965868)"
416209,135892,"11694","(-73.84832548753526,40.579188371166076)"
409306,261590,"11418, 11421","(-73.8443296437383,40.6904922070229)"
501084,223525,"10302","(-74.1374313586375,40.63851654183224)"
502140,585618,"10314, 10301","(-74.17152029177107,40.60325600226774)"
302704,85358,"11222","(-73.94257957626988,40.722569034499315)"
302540,171108,"11222","(-73.95622226617483,40.73181138612694)"
304559,97009,"11208","(-73.87254978267177,40.65959843842938)"
302216,71209,"11249","(-73.96078455733753,40.700149615379104)"
305408,184644,"11218","(-73.97679106664158,40.63212594630559)"
504696,125936,"10306","(-74.13178551809226,40.56153242635546)"
303273,106014,"11221","(-73.92603791632276,40.69281845960891)"
411374,109710,"11417","(-73.84436272301734,40.67445040823078)"
400512,22462,"11102","(-73.92956699003469,40.771869152007895)"
502838,80500,"10304","(-74.07600029685493,40.620226075179154)"
301338,139767,"11233","(-73.92619711582974,40.6767311007845)"
500089,89556,"","(-74.09238438846894,40.636206083326954)"
402312,3589501,"11378","(-73.91403372119588,40.733334952245485)"
407278,7000,"11423","(-73.77795234323958,40.7254107257921)"
503628,122042,"10306","(-74.11613797300915,40.575762618185976)"
503361,107601,"10305","(-74.0854817016879,40.58968711338539)"
411778,9000,"11420","(-73.80532704422463,40.6703631367638)"
408833,80,"11001","(-73.69938998467907,40.72548927535554)"
500252,237045,"10301","(-74.10180043614247,40.62965769775434)"
500218,221342,"10310","(-74.11952412764401,40.63129434521641)"
102108,169699,"10032","(-73.94060065416987,40.83307354881874)"
203885,45872,"10472","(-73.8790461103308,40.83388088143894)"
504700,30680,"10306","(-74.13145519918191,40.5631637254802)"
205854,60767,"10471","(-73.89974770685397,40.90433920006328)"
307862,140000,"11234","(-73.93590003424251,40.616635164538614)"
413932,158100,"11417","(-73.85783271585939,40.65908147212418)"
205313,217358,"10461","(-73.82636745013107,40.835819090528815)"
100241,998625,"10002, 10005","(-73.98596631175057,40.70977905722423)"
203964,130513,"10462","(-73.84982139957475,40.835289892150506)"
308461,65224,"11234","(-73.89904405715002,40.61610177125801)"
414199,111900,"11414","(-73.83420670747809,40.65392267602183)"
301334,135392,"11213","(-73.937261434623,40.6773387511445)"
403377,154825,"11385","(-73.91618348520305,40.7125182712184)"
100612,108838,"10014","(-74.00191421784893,40.73540269012303)"
409380,74278,"11416","(-73.84177287669235,40.689756108972176)"
501680,1855406,"10303","(-74.15624843574598,40.62291344483946)"
504746,263584,"10306","(-74.11866723028244,40.553587444241636)"
306043,140001,"11209","(-74.03256945938567,40.62339617425271)"
101905,151398,"10027","(-73.94900035745408,40.80549685083696)"
303084,80000,"11206","(-73.93280633342889,40.7065708873827)"
413662,3616,"11422","(-73.73144380102907,40.65664702356026)"
205515,424639,"10465","(-73.81025338674137,40.822110519920706)"
503293,121214,"10304","(-74.09733573778827,40.594149733262086)"
507374,68000,"10309","(-74.2309119385036,40.53260247038623)"
300939,126202,"11217","(-73.97440074877673,40.678553576607364)"
409199,104984,"11418","(-73.83981515236161,40.6991845895004)"
305181,141957,"11226","(-73.9616202856972,40.63922982420018)"
202543,2117480,"10454","(-73.91732049849821,40.80014397865579)"
402370,29725,"11378","(-73.90081491877086,40.72724625995548)"
101185,197872,"10023, 10024","(-73.98351127065509,40.78278233892481)"
308326,15952,"11236","(-73.88825103556066,40.63019083254538)"
204130,147946,"10461","(-73.85422047059014,40.85035884186426)"
500708,167836,"10314","(-74.1198598772635,40.61259574483948)"
203333,137076,"10467","(-73.87935558922932,40.87221770170809)"
413466,4000,"11413","(-73.74894965333232,40.65864587416643)"
304704,128136,"11203","(-73.92404625868811,40.65154680553296)"
204141,113250,"10461","(-73.84304728671057,40.844919595430085)"
301448,149842,"11233","(-73.91250457341388,40.674446287133)"
301903,102363,"11205","(-73.96721846603978,40.69248451860777)"
409078,51814,"11416","(-73.86007898410128,40.6797588126207)"
505680,681404,"10312","(-74.17860562127237,40.557281835515035)"
403427,70022,"11385","(-73.91352141936993,40.70699059497538)"
503161,31310,"10304","(-74.08471129271369,40.60406725951007)"
300654,112216,"11232","(-73.9992590671652,40.66076620489473)"
500014,172321,"10301","(-74.08275536059074,40.647391594168475)"
203975,109892,"10461, 10462","(-73.84749610974404,40.83820248531277)"
416041,140000,"11692","(-73.79678067302028,40.59388099875491)"
305707,139000,"11220","(-74.00815713986634,40.6351342185107)"
408916,178727,"11421","(-73.85987568216083,40.68995004033289)"
202765,799649,"10474","(-73.88970289442409,40.81273334235618)"
402648,67110,"11378","(-73.91134447258256,40.71578232115405)"
100548,202153,"10003","(-73.99398752444371,40.73061370778967)"
404747,86,"11357","(-73.81057740061118,40.78560701688047)"
305048,222063,"11225, 11226","(-73.95819548880624,40.65618971357375)"
304823,139582,"11203","(-73.93823671468985,40.65823239528542)"
407625,2600,"11364","(-73.76153071360005,40.74248751957156)"
307367,139995,"11229","(-73.93744056136765,40.59983809605344)"
400691,10000,"11103","(-73.91704862662367,40.75661774201348)"
500762,164811,"10314","(-74.1281045239733,40.60695226191522)"
507754,91872,"","(-74.22713255192518,40.509508677054356)"
306245,140004,"11228","(-74.00562342732249,40.61686343405355)"
409137,125056,"11417","(-73.85816072580089,40.675735577531725)"
405485,4500,"11355","(-73.8110406053737,40.750822931384896)"
409386,68160,"11416","(-73.83976703967177,40.68866565544849)"
412924,4499,"11413","(-73.75117894715139,40.68198625878624)"
304751,139804,"11236","(-73.91610694056085,40.65107412209755)"
305677,137341,"11219","(-73.99420102958996,40.63127164022833)"
416056,129037,"11692","(-73.80242419817077,40.59839690798231)"
101312,165819,"10022","(-73.96884170512712,40.761275905010336)"
202907,122700,"10457","(-73.90044047517726,40.844051830914175)"
203007,170030,"10459, 10460","(-73.88701178395378,40.83030077472236)"
305459,160061,"11204","(-73.9851522228459,40.629452893951225)"
501154,47977,"10303","(-74.14723170589264,40.63165846847957)"
503842,104850,"10305","(-74.08568326896192,40.576478125291146)"
300841,140223,"11220","(-74.01080812014081,40.63947495146726)"
414182,1500,"11414","(-73.83056869953504,40.659005007847846)"
203173,188948,"10468","(-73.899732846659,40.86088506890225)"
101006,160673,"10019","(-73.98025927628294,40.762680215990486)"
500436,36000,"10314","(-74.13541923097195,40.61753663605791)"
403931,8450,"","(-73.83795533912397,40.79256314430718)"
305600,133996,"11219","(-73.98502828702445,40.63667212162604)"
203201,159581,"10468","(-73.9000647927497,40.86491402674625)"
302111,102389,"11217","(-73.97762522860263,40.686003757251875)"
403663,96752,"11385","(-73.88019401781206,40.70567141004106)"
100289,340927,"10002","(-73.99563054415843,40.71494550496238)"
101831,156378,"10026","(-73.95424785541637,40.80347380570426)"
504229,359710,"10306","(-74.12203660067348,40.5700780218623)"
303136,80787,"11206","(-73.93645509872344,40.69862603603944)"
101842,143451,"10025","(-73.9611849866727,40.79900356138557)"
301695,151960,"11233","(-73.92694655757795,40.67958113005808)"
306629,140001,"11204, 11223","(-73.97618708427407,40.60736301316246)"
101383,164786,"10065, 10021","(-73.96712153970714,40.769550183176726)"
303790,100000,"11207","(-73.89319250979827,40.667286502952194)"
101921,149880,"10030, 10037","(-73.94155871943052,40.815688622789835)"
305613,140132,"11219","(-73.99778633848562,40.64164179370612)"
506214,134976,"10312","(-74.1733068736502,40.53898292019782)"
100168,70399,"10007, 10013","(-74.00251312907164,40.71541365223017)"
300311,99500,"11201, 11231","(-73.99712025191069,40.68673429492203)"
302746,52416,"11211","(-73.95026449308344,40.715714119388856)"
402727,82815,"11378","(-73.90497095376924,40.71969787447185)"
203351,115517,"10467","(-73.87458249985988,40.87588231413555)"
307127,157768,"11223","(-73.97075197728498,40.596086114294586)"
301158,216026,"11238","(-73.97062488263151,40.677562156925255)"
204853,178674,"10466","(-73.85482373776836,40.88891498504954)"
308296,112975,"11236","(-73.89342723012089,40.632884893737824)"
502155,557098,"10314","(-74.16445244252222,40.60467218718549)"
400675,8400,"11101","(-73.91940626208194,40.75503922666387)"
101888,181388,"10025","(-73.97263503177511,40.797579317021444)"
202347,63859,"10451","(-73.92764666677746,40.819219737168865)"
409238,19,"11415","(-73.85918415410603,40.72088762628314)"
303703,80001,"11207","(-73.89687625847294,40.673706300251574)"
505288,7567,"10312","(-74.1530259022649,40.53761630640559)"
411552,150,"11417","(-73.83535267751715,40.6698765323063)"
308193,450000,"11236","(-73.89445708048693,40.648974338498654)"
403405,91153,"11385","(-73.91027146314454,40.70669530196951)"
205362,74777,"10461","(-73.82639469201516,40.83934349590566)"
305464,136469,"11204, 11230","(-73.97654898865208,40.62470863127621)"
412678,3500,"11412","(-73.7550150986948,40.68848027651151)"
306946,2388805,"","(-73.99131224221637,40.582753257660805)"
413055,206,"11413","(-73.76398149646784,40.67201592133841)"
304290,104053,"11208","(-73.86195042467294,40.671835454407486)"
300748,139880,"11220","(-74.00659642938358,40.64696028142338)"
500364,176230,"10314","(-74.12555349085807,40.62110033585306)"
507860,400604,"10307","(-74.23769312944634,40.50142816703296)"
503406,50437,"10305","(-74.06811430048243,40.59143247493704)"
501682,180727,"10303, 10306","(-74.15847730801504,40.623729133027375)"
307105,314072,"11223","(-73.96960745230913,40.59976561270842)"
303769,100000,"11207","(-73.89736782823465,40.66826056011951)"
404572,63061,"11357","(-73.80286414173433,40.78702659029755)"
305329,200966,"11218","(-73.9738740027133,40.64647329290702)"
411794,2828,"11420","(-73.80450874828871,40.66868308372976)"
304768,149999,"11203","(-73.93188976327893,40.6431229750004)"
307954,168851,"11234","(-73.92071167766888,40.638023562987975)"
101534,122966,"10128","(-73.9516767117418,40.779963926488435)"
402655,92965,"11378","(-73.907317066227,40.718477200634524)"
403982,94185,"11356","(-73.83769611647975,40.789899720350476)"
202769,549741,"10474","(-73.88332941612309,40.811623314165956)"
302487,171000,"11222","(-73.95693028605329,40.73606719916019)"
307581,83297,"11210","(-73.94206699144851,40.6303217717606)"
304025,76000,"11207","(-73.89028983201399,40.670766156000525)"
404507,159385,"11357","(-73.81689389979884,40.797551971590075)"
505701,72680,"10312","(-74.17730832049816,40.54822108081981)"
303978,79939,"11207","(-73.89034755427433,40.67466943641919)"
306201,140001,"11228","(-74.00319740442987,40.619183696829005)"
400589,159227,"11106","(-73.92484393883346,40.76339019528402)"
404561,159700,"11357","(-73.8072852636538,40.78825006916004)"
504304,68000,"10306","(-74.12335393041818,40.574432211953145)"
408950,40100,"11421","(-73.86383138809569,40.68591030446381)"
205531,250257,"10465","(-73.82719104158227,40.83107461290426)"
301105,129029,"11215","(-73.98135933155747,40.661290608187)"
502362,141236,"10314","(-74.16075405933786,40.5933817565639)"
204697,115003,"10469","(-73.85508622328032,40.87751412610636)"
403960,107824,"11356","(-73.83782887566596,40.79114329756555)"
409379,80168,"11416","(-73.84229419843727,40.68789932364281)"
305477,112147,"11219, 11204","(-73.9891878055792,40.62922257527999)"
307705,140000,"11234","(-73.94024151363178,40.61382960034958)"
203896,59721,"10472, 10460","(-73.86951565645491,40.8357509297021)"
204475,159166,"10469","(-73.8458142752323,40.864022445635456)"
304014,78334,"11207","(-73.88611696299296,40.67266459499932)"
305631,140229,"11219, 11220","(-73.99953368167348,40.639962036297376)"
102067,140669,"10031","(-73.94272733609435,40.829361317235445)"
401355,5621,"11377","(-73.8912777217162,40.740742938217814)"
101976,148823,"10027","(-73.95988937735527,40.810895531126924)"
204343,109517,"10467","(-73.86703480964277,40.85869237853835)"
501048,129184,"10302","(-74.13762778134124,40.63075782808156)"
205601,138176,"10465","(-73.8274070144773,40.81408112767491)"
400864,189902,"11102, 11105","(-73.91752698780607,40.775727570468185)"
304096,3050000,"11208","(-73.87375327588364,40.69199896740401)"
302153,25385,"11211","(-73.9550971059738,40.70719425101566)"
102221,155000,"10034","(-73.92251050277667,40.864244831103264)"
100557,103934,"10003","(-73.99075836156491,40.7322545006941)"
409519,1403,"11419","(-73.828719820271,40.68592953484836)"
300991,139161,"11215","(-73.99095721279001,40.67354825780688)"
100258,181685,"10002","(-73.98589486801664,40.712333241866276)"
303833,95037,"11207","(-73.8994458784114,40.66155844915333)"
404666,60975,"11357","(-73.81577564932448,40.78395933575747)"
308054,120204,"11236","(-73.90243201662737,40.635314721505154)"
504001,175000,"10306","(-74.11633629979086,40.562919900253824)"
203487,583764,"10473","(-73.84587744832709,40.81259829288439)"
402293,4000,"11377","(-73.92228228173543,40.73587802059458)"
101709,124345,"10029","(-73.93455115160322,40.795170963412765)"
502250,1062112,"10306","(-74.13101812978871,40.579720238040146)"
101316,122511,"10017","(-73.97306733533287,40.7506572268451)"
503172,41750,"10304","(-74.09009266110024,40.60378174320417)"
403375,211361,"11385","(-73.91839613559108,40.71323828091146)"
204244,27873,"10461","(-73.83190123007307,40.854807797290434)"
304054,100015,"11208","(-73.87860557876985,40.671026830043765)"
100142,992231,"10013, 10007","(-74.01180832342244,40.71700670075999)"
101004,160666,"10019","(-73.98116590373516,40.76143278124131)"
409164,143829,"11417","(-73.84303481652644,40.67936922931752)"
400518,130484,"11106","(-73.93314517208877,40.7680134329814)"
204321,154181,"10462","(-73.86430555088327,40.855578027999584)"
